,0,1
0,0.0,0.4700356721878052
1,0.0,0.14071959257125854
2,0.0,0.3314613997936249
3,0.0,0.3929795026779175
4,0.0,0.5166013240814209
5,0.0,0.27699658274650574
6,0.0,0.3273579776287079
7,0.0,0.20966391265392303
8,0.0,0.32993394136428833
9,0.0,0.3044000267982483
10,0.0,0.10062520205974579
11,0.0,0.5597394108772278
12,0.0,0.5671721696853638
13,0.0,0.4548189043998718
14,0.0,0.24217744171619415
15,0.0,0.3978937566280365
16,0.0,0.0771435797214508
17,0.0,0.7481156587600708
18,0.0,0.4907373785972595
19,0.0,0.38173002004623413
20,0.0,0.11897287517786026
21,0.0,0.1887788027524948
22,0.0,0.11240693926811218
23,1.0,0.4430799186229706
24,0.0,0.5145095586776733
25,0.0,0.7264978289604187
26,0.0,0.12688885629177094
27,0.0,0.0842955932021141
28,1.0,0.18172425031661987
29,0.0,0.6488552689552307
30,0.0,0.6603201627731323
31,0.0,0.6438946723937988
32,0.0,0.495012104511261
33,1.0,0.68706876039505
34,0.0,0.24406489729881287
35,0.0,0.13986264169216156
36,0.0,0.5195581912994385
37,0.0,0.4227604866027832
38,1.0,0.6298059225082397
39,0.0,0.3312687873840332
40,0.0,0.7057105302810669
41,0.0,0.643793523311615
42,0.0,0.5536037683486938
43,0.0,0.6400409936904907
44,1.0,0.5416678190231323
45,1.0,0.5854876041412354
46,0.0,0.2943440079689026
47,1.0,0.6279221773147583
48,0.0,0.734647274017334
49,0.0,0.42928677797317505
50,0.0,0.1202540397644043
51,0.0,0.5273889899253845
52,0.0,0.5862764716148376
53,0.0,0.7364608645439148
54,1.0,0.17732493579387665
55,0.0,0.429109126329422
56,0.0,0.1282021552324295
57,0.0,0.4220919907093048
58,0.0,0.4919242858886719
59,0.0,0.06776516139507294
60,0.0,0.07933441549539566
61,0.0,0.7107105851173401
62,0.0,0.18228866159915924
63,0.0,0.10603541880846024
64,0.0,0.5881549715995789
65,0.0,0.7267159819602966
66,0.0,0.7276634573936462
67,0.0,0.39639344811439514
68,0.0,0.18130730092525482
69,0.0,0.6270704865455627
70,0.0,0.3639858365058899
71,0.0,0.7296649813652039
72,0.0,0.5465840697288513
73,0.0,0.5464851260185242
74,0.0,0.5776413083076477
75,0.0,0.664694607257843
76,0.0,0.5197933912277222
77,0.0,0.37684422731399536
78,0.0,0.327285498380661
79,0.0,0.0874505490064621
80,0.0,0.09968078136444092
81,0.0,0.3552553653717041
82,0.0,0.6871035099029541
83,0.0,0.2380809783935547
84,0.0,0.5836636424064636
85,0.0,0.08521033823490143
86,0.0,0.6001983284950256
87,0.0,0.3069053292274475
88,0.0,0.5142686367034912
89,0.0,0.614433228969574
90,0.0,0.6103610992431641
91,0.0,0.5371695756912231
92,0.0,0.46371591091156006
93,0.0,0.5115623474121094
