,0,1
0,0.0,0.6384320855140686
1,0.0,0.19375650584697723
2,0.0,0.04824497178196907
3,0.0,0.41154155135154724
4,0.0,0.37615326046943665
5,0.0,0.18442751467227936
6,0.0,0.38070550560951233
7,0.0,0.12814553081989288
8,0.0,0.3219568431377411
9,0.0,0.38818690180778503
10,0.0,0.1831885427236557
11,0.0,0.07790002226829529
12,0.0,0.8291888236999512
13,0.0,0.44846847653388977
14,0.0,0.5052942633628845
15,0.0,0.16484859585762024
16,0.0,0.0022978768683969975
17,0.0,0.14499936997890472
18,0.0,0.061658576130867004
19,0.0,0.1995784342288971
20,0.0,0.07057119905948639
21,0.0,0.34322986006736755
22,0.0,0.008578624576330185
23,1.0,0.6967368125915527
24,0.0,0.4799744784832001
25,0.0,0.19078569114208221
26,0.0,0.3184633255004883
27,0.0,0.07808154821395874
28,1.0,0.12033843994140625
29,0.0,0.04714808985590935
30,0.0,0.6422831416130066
31,0.0,0.2281365841627121
32,0.0,0.8309987187385559
33,1.0,0.6454894542694092
34,0.0,0.34999245405197144
35,0.0,0.10774610191583633
36,0.0,0.24280981719493866
37,0.0,0.804711103439331
38,1.0,0.7209960222244263
39,0.0,0.5176661610603333
40,0.0,0.37278980016708374
41,0.0,0.2521064877510071
42,0.0,0.5854690670967102
43,0.0,0.6261719465255737
44,1.0,0.7167708277702332
45,1.0,0.5156229138374329
46,0.0,0.28266316652297974
47,1.0,0.8683080673217773
48,0.0,0.6749730110168457
49,0.0,0.6370196342468262
50,0.0,0.38030311465263367
51,0.0,0.32141372561454773
52,0.0,0.6623185873031616
53,0.0,0.9223225116729736
54,1.0,0.43553781509399414
55,0.0,0.3126617968082428
56,0.0,0.0561605729162693
57,0.0,0.4034048616886139
58,0.0,0.44946202635765076
59,0.0,0.02020459994673729
60,0.0,0.0027166707441210747
61,0.0,0.5955023169517517
62,0.0,0.01605553738772869
63,0.0,0.06376069784164429
64,0.0,0.8806710243225098
65,0.0,0.31190237402915955
66,0.0,0.48695358633995056
67,0.0,0.059614844620227814
68,0.0,0.6411476731300354
69,0.0,0.35222139954566956
70,0.0,0.1953182816505432
71,0.0,0.09708879142999649
72,0.0,0.11715742945671082
73,0.0,0.32841166853904724
74,0.0,0.7489086389541626
75,0.0,0.45634326338768005
76,0.0,0.382595419883728
77,0.0,0.28988486528396606
78,0.0,0.7865641117095947
79,0.0,0.1724187582731247
80,0.0,0.1451176404953003
81,0.0,0.8764708042144775
82,0.0,0.1441793441772461
83,0.0,0.7032079100608826
84,0.0,0.5869808793067932
85,0.0,0.2535726726055145
86,0.0,0.3567241430282593
